,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
432,149287,Your own apartment off Park Avenue,720320,Nancy,Manhattan,Upper East Side,40.78508,-73.95332,Entire home/apt,250,4,0,2011-03-28,0.0,1,0
434,150804,Lower East Side 2 Bed Apt.,726333,Peter,Manhattan,Lower East Side,40.72008,-73.98404,Entire home/apt,250,4,19,2019-07-06,0.2,1,0
436,151478,"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",216191,M,Brooklyn,Williamsburg,40.7102,-73.94495,Private room,98,2,8,2018-12-11,0.09,4,0
437,152071,Park Slope Apartment,731855,Wendy,Brooklyn,Park Slope,40.67359,-73.97904,Entire home/apt,150,2,0,2011-03-28,0.0,1,8
438,152078,CHARMING PRIVATE BEDROOM EAST VILLAGE,731904,Ewelina,Manhattan,East Village,40.72674,-73.9782,Private room,95,7,25,2019-02-12,0.3,1,359
444,154934,Harlem/Hamilton Heights Cozy Room,745069,Kimberly,Manhattan,Harlem,40.82426,-73.9463,Private room,75,3,38,2018-05-08,0.42,3,365
447,158061,Hancock Town House!-Stuyvesant Mews,758441,Fred,Brooklyn,Bedford-Stuyvesant,40.68669,-73.91989,Private room,165,1,27,2017-10-08,0.28,4,311
449,158290,Clinton Hill + Free Coffee = #smile,759583,Pepe,Brooklyn,Clinton Hill,40.68288,-73.96024,Private room,75,3,43,2019-05-20,0.44,2,365
450,158913,"Nice, cozy, neat apt Greenpoint,BK",762563,Lennny & Megan,Brooklyn,Greenpoint,40.72489,-73.95494,Entire home/apt,130,5,4,2015-03-13,0.05,1,0
452,159749,Purple Room for 2/3 in brownstone $1450 per month,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.67963,-73.93908,Private room,88,1,64,2019-07-01,0.68,3,238
453,159815,Red Room for two in Brownstone for $1355/mo,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.6798,-73.93908,Private room,80,1,39,2019-06-24,0.41,3,218
454,159913,"Chelsea living, 2BR best location",759883,Kaye,Manhattan,Chelsea,40.74346,-73.99882,Private room,150,2,37,2019-07-03,1.79,1,0
455,160609,LOCATION LOCATION LOCATION UWS 60's,769247,Ligia,Manhattan,Upper West Side,40.77724,-73.98109,Entire home/apt,200,3,10,2019-01-01,0.12,1,0
458,161394,Surfer room 15mins to downtown NYC!,772300,Alain,Brooklyn,Williamsburg,40.71309,-73.94128,Private room,90,6,3,2014-08-31,0.03,1,0
461,162508,Beautiful Brooklyn Oasis ,776645,Placid,Brooklyn,Crown Heights,40.67212,-73.9506,Entire home/apt,130,2,29,2019-06-28,0.35,1,119
463,163809,Cool & Spacious Harlem Artist Flat,781647,Jorin,Manhattan,Harlem,40.80523,-73.95139,Entire home/apt,198,5,42,2019-06-03,0.44,2,234
466,164989,"*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",69439,Jade,Manhattan,SoHo,40.72351,-73.99683,Private room,140,2,54,2019-06-16,0.56,1,221
468,165461,Couldn't Be Closer To Columbia Uni2,867225,Rahul,Manhattan,Morningside Heights,40.80525,-73.95916,Private room,75,5,57,2019-01-01,0.59,2,201
472,166541,Spacious Quiet rm - 20mins to Midtown,793620,Yvette,Manhattan,Washington Heights,40.84468,-73.94303,Private room,75,2,34,2019-06-15,0.35,1,222
474,167013,Spacious modern studio apartment in Manhattan,306605,Daniel,Manhattan,Chelsea,40.74342,-73.99483,Entire home/apt,205,9,3,2018-05-13,0.04,2,76
475,167017,Gorgeous Duplex + Garden,795889,Adam,Brooklyn,Park Slope,40.67853,-73.98089,Entire home/apt,219,5,2,2014-08-31,0.03,1,0
476,167222,CBG# 4Tiny room w/ huge window/AC,22486,Lisel,Brooklyn,Park Slope,40.6788,-73.97643,Private room,60,1,20,2018-08-24,0.21,6,258
480,168546,Spacious Duplex in Brownstone!,803086,Benton,Manhattan,East Harlem,40.80113,-73.94503,Entire home/apt,250,2,11,2016-01-02,0.12,2,68
482,169002,Modern Space in Charming Pre-war,805344,Alec,Manhattan,Harlem,40.82411,-73.94934,Private room,65,2,41,2019-06-16,0.43,2,59
486,169483,Very close to Downtown Awesome Private Apartment,807642,Jeffrey,Brooklyn,Gravesend,40.60452,-73.97103,Entire home/apt,106,7,0,2011-03-28,0.0,2,0
487,170420,The Happy home!,812814,Lena,Manhattan,East Harlem,40.7932,-73.94007,Entire home/apt,79,2,15,2016-02-15,0.16,1,0
488,170761,"Fort Greene, Brooklyn: Front Bedroom",67778,Doug,Brooklyn,Fort Greene,40.68768,-73.97611,Private room,85,2,35,2019-07-02,0.55,2,161
489,171776,Gorgeous 1 bdrm in huge duplex!,803086,Benton,Manhattan,Harlem,40.80224,-73.94558,Private room,170,2,17,2015-10-01,0.18,2,88
490,172700,"Sunny, cozy room in Lower East Side",302772,Cheryl,Manhattan,Lower East Side,40.71473,-73.98842,Private room,115,3,3,2016-02-15,0.04,2,337
491,172870,Large Quiet Bedroom Near Columbia U,781647,Jorin,Manhattan,Harlem,40.80518,-73.95359,Private room,89,5,43,2018-01-03,0.47,2,247
495,174527,Cozy private family home in Bushwick,833926,Kris,Brooklyn,Bushwick,40.69055,-73.92357,Entire home/apt,150,2,11,2018-10-28,0.46,1,0
497,176135,Cosy Sunny 1brm in Prospect Heights,842125,Jennifer,Brooklyn,Crown Heights,40.67505,-73.95969,Entire home/apt,97,3,31,2018-10-23,0.32,1,193
498,176653,East Village bedroom w rooftop,844862,Cj,Manhattan,East Village,40.72974,-73.98201,Private room,100,4,49,2019-05-07,0.51,2,43
499,176962,Williamsburg Home Away From Home!,846309,Dani,Brooklyn,Williamsburg,40.70925,-73.95425,Entire home/apt,179,4,23,2019-04-13,0.24,1,25
504,179741,Spring & Mulberry 2 Bedroom Apartment,314941,Tony,Manhattan,Nolita,40.72133,-73.99666,Entire home/apt,300,1,6,2019-06-28,0.06,3,115
515,187986,Comfort at Crossroads of Downtown,904833,Daniel,Manhattan,Chelsea,40.73862,-73.99758,Entire home/apt,250,1,2,2015-08-28,0.02,1,0
517,188661,"Large, sunny garden apartment.",909146,Mj,Brooklyn,Prospect Heights,40.68262,-73.97299,Entire home/apt,170,3,67,2018-10-20,0.7,1,129
518,188674,UNION SQUARE/ E. VILL 1BR BEAUTIFUL,909234,Leslie,Manhattan,East Village,40.73217,-73.98801,Entire home/apt,165,1,63,2018-01-12,0.68,1,0
520,189181,Room in Chic Modern High Line Luxury- New!,912541,David,Manhattan,Chelsea,40.74695,-74.00454,Private room,255,4,1,2014-04-20,0.02,1,365
523,190267,Large Luxury Upper East Side Studio,918866,Marina,Manhattan,Upper East Side,40.76684,-73.95944,Entire home/apt,169,7,39,2019-07-07,0.41,1,44
524,190542,Chateau Style Brooklyn Loft for Singles or Couples,920542,Farrah,Brooklyn,Bedford-Stuyvesant,40.68967,-73.95445,Entire home/apt,160,3,42,2019-05-18,0.44,1,355
525,190968,Lovely Brooklyn Brownstone 1BR!,922922,Karen,Brooklyn,Prospect Heights,40.67946,-73.96501,Entire home/apt,215,3,33,2019-05-08,0.35,1,156
531,193853,Quiet Chelsea Studio w/Charm,48599,Anastasia,Manhattan,Chelsea,40.74033,-74.00024,Entire home/apt,149,6,23,2018-05-21,0.27,2,0
532,194154,Large Room Overlooking Central Park,936830,Elina,Manhattan,Upper West Side,40.7969,-73.96128,Private room,89,6,35,2017-06-18,0.37,1,180
536,195578,Loft Style Apt in Williamsburg,304493,Erika,Brooklyn,Williamsburg,40.70275,-73.94501,Private room,85,1,46,2018-12-30,0.97,1,59
539,196010,Huge Bklyn Loft w Private Roofdeck,953565,Vanessa,Brooklyn,Park Slope,40.67595,-73.98053,Entire home/apt,265,5,15,2015-06-14,0.16,1,0
543,199195,Modern Bedroom in Hamilton Heights,971075,Jabari,Manhattan,Harlem,40.82922,-73.94174,Private room,75,3,50,2019-03-30,0.65,2,38
545,200645,Best Manhattan Studio Deal!   ,933378,Edo,Manhattan,Upper East Side,40.76739,-73.9557,Shared room,90,1,0,2011-03-28,0.0,1,0
549,203901,Beautiful UES apartment,1000477,Elizabeth,Manhattan,Upper East Side,40.7694,-73.9572,Entire home/apt,190,1,8,2016-09-18,0.08,1,0
550,204065,St. James Pl Garden Studio 1block to PRATT &Gtrain,51038,Erica,Brooklyn,Clinton Hill,40.68634,-73.96161,Entire home/apt,248,2,58,2019-06-04,0.61,6,199
551,204833,"Great, spacious apt in Williamsburg",903686,Melanie,Brooklyn,Williamsburg,40.7093,-73.9497,Private room,100,6,8,2015-09-17,0.09,1,249
555,205735,"A Cozy Oasis in Bushwick, NY",1011426,Danielle,Brooklyn,Bushwick,40.68364,-73.91076,Private room,41,2,55,2019-04-30,0.59,1,286
558,206316,"Sunny, Spacious Studio in Ft.Greene",1014639,Brett,Brooklyn,Fort Greene,40.68765,-73.97073,Entire home/apt,157,2,4,2018-08-27,0.18,1,0
561,208148,Central Bedford Avenue Apartment,1024355,Martina,Brooklyn,Williamsburg,40.71973,-73.95582,Entire home/apt,185,3,14,2015-08-31,0.15,1,0
562,208889,Welcome to Brooklyn! Bed-Stuy,1029021,Jameelah,Brooklyn,Bedford-Stuyvesant,40.69025,-73.93323,Entire home/apt,145,3,30,2019-06-24,0.32,3,11
565,211974,East Village House -- Unique!,272730,Goldi,Manhattan,East Village,40.72956,-73.97903,Entire home/apt,250,1,60,2019-07-01,0.65,1,0
568,212544,Quiet One Bedroom in Park Slope,1096084,Daniel,Brooklyn,Gowanus,40.67688,-73.9859,Entire home/apt,100,7,9,2016-06-23,0.1,1,0
569,213272,CreaTive Live-In Artspace/Birdsnest,293130,Meli,Brooklyn,Bushwick,40.70051,-73.92204,Private room,40,1,1,2019-04-21,0.37,1,5
571,214917,New Clean Spacious Bed & Breakfast,1109658,Carmel,Staten Island,Emerson Hill,40.60742,-74.14388,Private room,80,2,2,2018-02-08,0.05,1,158
574,215907,"2 Bed, 2 Bath Apartment on Central Park West",1114587,Keenan & Emily,Manhattan,Upper West Side,40.79816,-73.9619,Entire home/apt,300,2,45,2019-04-22,0.47,3,31
576,218358,Your Haven in the Upper West Side,1129218,Orlando,Manhattan,Harlem,40.8078,-73.95208,Private room,80,7,19,2019-06-03,0.35,1,285
577,219066,"Wonderful Studio In Brooklyn, NY!!!",447754,Yana,Brooklyn,Bensonhurst,40.61922,-73.99399,Entire home/apt,110,1,24,2019-01-19,0.26,1,183
578,219482,A Cozy Brooklyn Hideaway,759583,Pepe,Brooklyn,Clinton Hill,40.68275,-73.96148,Entire home/apt,172,4,8,2017-10-14,0.09,2,189
579,219793,✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿,1138692,Keera (Jena),Manhattan,Lower East Side,40.71813,-73.98416,Entire home/apt,199,1,29,2015-06-03,0.31,2,162
580,219818,✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿,1138692,Keera (Jena),Manhattan,Lower East Side,40.71892,-73.98401,Entire home/apt,199,1,14,2015-07-20,0.15,2,158
581,219922,"Lovely Bdr in Harlem, Manhattan",1139574,Carmel,Manhattan,Harlem,40.816,-73.95545,Private room,100,1,33,2019-05-25,0.38,1,84
583,220563,Lovely HUGE Master Bed + Study,918087,Kestrel,Brooklyn,Bedford-Stuyvesant,40.68634,-73.95088,Private room,75,3,59,2017-01-05,0.62,3,0
585,221043,1 Bedroom in prime Flatiron,846050,Eziah,Manhattan,NoHo,40.72956,-73.99287,Private room,250,2,0,2011-03-28,0.0,1,0
588,222054,CBG Helps Haiti Rm #3,22486,Lisel,Brooklyn,Park Slope,40.68012,-73.97847,Private room,120,2,23,2018-09-15,0.24,6,342
589,222304,BEST DEAL IN CHELSEA 1 bdrm NYC,1153993,Anton,Manhattan,Chelsea,40.74233,-73.99865,Entire home/apt,199,4,32,2019-05-08,0.34,1,28
590,223930,Lovely Apartment,1164642,Rosalynn,Brooklyn,Prospect Heights,40.67424,-73.96665,Entire home/apt,150,5,24,2019-06-23,0.25,1,363
591,224004,Artsy Loft-like Harlem Apartment,1165231,Deirdre,Manhattan,Harlem,40.80486,-73.95298,Private room,69,1,59,2018-10-26,0.63,2,86
593,224510,"BEAUTIFUL APARTMENT, GREAT LOCATION",991380,Stefania,Brooklyn,Boerum Hill,40.68653,-73.98562,Entire home/apt,230,4,18,2018-07-05,0.21,1,0
594,225297,Quiet sunny studio Midtown,1173599,Gaya,Manhattan,Midtown,40.74267,-73.98569,Entire home/apt,125,4,3,2018-12-26,0.03,1,0
603,228496,"Spacious, Kid-Friendly 2 BR in West Village",1192424,Gordon,Manhattan,West Village,40.73507,-74.00048,Entire home/apt,225,3,13,2019-05-26,0.15,1,83
605,228925,Beautiful Brownstone,1194377,Marceline,Brooklyn,Bedford-Stuyvesant,40.67964,-73.93946,Entire home/apt,100,7,63,2019-06-26,1.87,1,321
606,228979,1BDR - Hell's Kitchen Hideaway,1190088,Tim,Manhattan,Hell's Kitchen,40.76189,-73.99,Private room,130,2,52,2018-08-14,0.55,1,303
608,229874,Oversized Studio in Park Slope,507304,Derrick,Brooklyn,Sunset Park,40.66293,-73.99833,Entire home/apt,200,5,1,2012-01-02,0.01,1,0
609,230321,Apt with EmpireState view-Subway around the corner,1203500,Civan,Brooklyn,Bedford-Stuyvesant,40.69046,-73.95167,Entire home/apt,80,2,35,2019-06-09,0.4,1,36
613,231414,TURQUOISE: One-Bedroom Apt. in Soho,1184442,Roberto,Manhattan,SoHo,40.72599,-74.00168,Private room,270,5,1,2013-07-09,0.01,1,210
617,233638,rooms for rent in Queens with piano,1012895,Melody,Queens,Ridgewood,40.70163,-73.90867,Private room,55,1,19,2018-07-31,0.25,1,311
618,233662,Large Sunny Luxe Prvt Room/Midtown,1223568,Tiffany,Manhattan,Midtown,40.75575,-73.96842,Private room,110,2,61,2019-05-18,0.65,1,264
621,235552,HUGE Sunny Duplex Loft with Garden,1234405,Bertie,Brooklyn,South Slope,40.66414,-73.98574,Entire home/apt,300,1,40,2019-06-16,0.44,1,0
627,236806,charming 2bdrm apt in East Village,1151987,Juvie,Manhattan,East Village,40.72264,-73.9837,Entire home/apt,160,4,0,2011-03-28,0.0,1,0
630,239055,Nolita Penthouse_Private Deck_Elev_,65064,Ashley & Nir,Manhattan,Chinatown,40.71892,-73.99628,Entire home/apt,300,7,2,2014-10-06,0.03,1,0
632,239766,Lower East Side/Chinatown 1 Bedroom,1257309,Austin,Manhattan,Lower East Side,40.71693,-73.98948,Entire home/apt,100,5,8,2018-05-18,0.11,1,0
638,241159,Clinton Hill 1 Bed Bright Loft Apartment,1264655,Ruari,Brooklyn,Bedford-Stuyvesant,40.69221,-73.95866,Entire home/apt,110,6,8,2019-01-03,0.33,1,4
639,241862,Great Studio in W. Village - NYC!,1269455,Mike,Manhattan,West Village,40.72969,-74.00635,Entire home/apt,200,2,37,2019-01-02,0.39,1,257
641,242643,"BIG 1br, SLEEPS 4, dishwashr, TV",1273825,Lauryn,Brooklyn,Williamsburg,40.70832,-73.94157,Entire home/apt,137,1,24,2019-01-01,0.29,1,0
642,243229,2BR  Apt - 20min to Soho,1276497,Alon,Brooklyn,Bedford-Stuyvesant,40.68016,-73.94878,Entire home/apt,280,3,5,2017-07-09,0.05,1,365
647,245607,big 1 bedroom apt very central,825022,Jaidev,Manhattan,Chelsea,40.75127,-73.99637,Entire home/apt,226,5,34,2019-07-01,0.39,1,302
648,246134,"Lovely, Large Room in Crown Heights",283604,Shelley,Brooklyn,Crown Heights,40.67607,-73.94421,Private room,85,3,5,2016-10-02,0.05,1,281
649,246351,"Sweet Apt, Steps From Gramercy Park",1292250,Jerry,Manhattan,Gramercy,40.73834,-73.9823,Entire home/apt,135,1,5,2015-08-17,0.06,1,0
650,246916,Quality Cozy Studio Next to Subway,3647,Rafael,Queens,Elmhurst,40.7347,-73.88066,Entire home/apt,79,4,60,2019-06-25,0.64,2,297
652,248865,Loft Suite @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73787,-73.95385,Entire home/apt,199,3,34,2019-04-22,0.37,28,60
654,249414,Large & bright 900ft² 1br in WV,1306587,Andy,Manhattan,West Village,40.73291,-74.00059,Entire home/apt,246,4,6,2017-06-28,0.16,1,0
656,249867,HANCOCK VERY SMALL ROOM,758441,Fred,Brooklyn,Bedford-Stuyvesant,40.68707,-73.91918,Private room,100,1,7,2018-10-07,0.08,4,281
658,250311,1 Bedroom Available In My Two Bedroom Flat,945499,Kyle,Brooklyn,Crown Heights,40.67495,-73.95563,Private room,150,3,0,2011-03-28,0.0,1,0
659,250323,SPACIOUS PRIVATE LITTLE ITALY FLAT,1311870,Christy,Manhattan,Chinatown,40.71582,-73.99902,Entire home/apt,119,1,49,2014-12-03,0.58,1,0
660,250536,The Lenox in Harlem,1313306,Yvette,Manhattan,Harlem,40.81068,-73.94288,Private room,125,1,11,2017-09-25,0.12,2,365
666,252607,Whole apartment / 2 bedroom in NYC,1325961,Chris,Manhattan,East Harlem,40.79493,-73.94462,Entire home/apt,200,3,49,2018-08-09,0.53,2,0
668,253466,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73693,-73.95284,Entire home/apt,199,3,33,2019-06-24,0.47,28,60
669,253471,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73641,-73.9533,Entire home/apt,199,3,24,2018-11-06,0.32,28,84
670,253475,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73794,-73.95254,Entire home/apt,199,3,59,2019-06-24,0.66,28,60
671,253548,Well Kept  Private Room around  Brighton  Beach,1331493,Olia,Brooklyn,Brighton Beach,40.58147,-73.96726,Private room,69,1,2,2015-06-25,0.04,1,303
672,253590,Large 1 Bedroom furnished on UWS,1331850,G,Manhattan,Upper West Side,40.79771,-73.96323,Entire home/apt,185,2,16,2019-06-28,0.23,1,261
674,253800,Loft Suite @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.7373,-73.95323,Entire home/apt,199,3,24,2019-04-25,0.26,28,60
675,253803,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73708,-73.95271,Entire home/apt,199,3,23,2019-06-22,0.26,28,60
676,253806,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73652,-73.95236,Entire home/apt,199,3,43,2019-07-02,0.47,28,60
677,253811,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73693,-73.95316,Entire home/apt,199,3,30,2019-07-03,0.32,28,56
678,253815,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73784,-73.95324,Entire home/apt,199,3,39,2019-06-29,0.44,28,84
680,253839,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73783,-73.95259,Private room,249,3,3,2015-11-03,0.03,28,60
681,253842,1 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73714,-73.95296,Private room,299,3,6,2018-04-19,0.1,28,60
682,253846,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73731,-73.9545,Private room,179,3,4,2015-12-04,0.05,28,81
683,254131,"Read it 1st, A seprat fur BR, low $",1267021,Sharma,Queens,Jackson Heights,40.74965,-73.89344,Private room,54,5,56,2019-07-06,0.66,3,365
685,254409,Husband & Wife Art-Filled Apartment,1336542,Stephanie,Brooklyn,Clinton Hill,40.68197,-73.96549,Entire home/apt,110,1,2,2014-01-13,0.03,1,0
698,258686,My Home Is Your Home,1233267,Kim,Queens,St. Albans,40.70554,-73.76637,Private room,75,4,20,2015-12-30,0.23,1,0
699,258688,Spacious & Stylish Chelsea One Bedroom Apartment,436599,Chad,Manhattan,West Village,40.74031,-74.00532,Entire home/apt,325,4,46,2019-06-02,0.5,1,20
702,258838,"Oceanview,close to Manhattan",1360198,Marina,Staten Island,Arrochar,40.59251,-74.06479,Entire home/apt,250,2,21,2019-05-22,0.26,4,333
703,258876,"Affordable rooms,all transportation",1360198,Marina,Staten Island,Arrochar,40.59101,-74.06685,Private room,50,7,0,2011-03-28,0.0,4,189
704,259946,"Budget stay, near transportation",1360198,Marina,Staten Island,Arrochar,40.59262,-74.06659,Entire home/apt,125,2,8,2019-05-19,0.09,4,353
705,260451,Fort Greene brownstone 1BR- SUBLET,52335,Alexander,Brooklyn,Fort Greene,40.69142,-73.97203,Entire home/apt,70,7,4,2017-08-28,0.05,2,0
707,261194,Cozy Artist Duplex **Bedstuy Charm**,696482,Christine,Brooklyn,Bedford-Stuyvesant,40.68338,-73.95289,Entire home/apt,130,3,18,2019-06-18,0.25,1,1
708,261259,Apartment in Best location in NYC,1370358,Keiko,Manhattan,West Village,40.72953,-74.00462,Entire home/apt,145,7,11,2015-05-27,0.12,1,0
709,261344,Inspired in Historic Downtown NYC!,568103,Liah,Manhattan,Financial District,40.70523,-74.01345,Private room,101,7,51,2019-06-02,0.55,1,307
710,261674,Chelsea/West Village - 2bdrm apt,1372786,Lindsey,Manhattan,Chelsea,40.74025,-74.00161,Private room,95,5,20,2017-04-01,0.33,1,0
713,262405,Spacious Townhome Apt in Brooklyn,1376778,Wade,Brooklyn,East Flatbush,40.64468,-73.94219,Entire home/apt,92,4,54,2019-06-24,0.62,1,27
714,262478,Chic + Stylish room in heart of LowerEastSide NYC!,535128,Juliana,Manhattan,Lower East Side,40.7193,-73.98966,Private room,80,5,10,2018-12-31,0.46,1,348
717,263190,Room in East Village with Private Entrance,1020539,Dominique,Manhattan,East Village,40.72534,-73.98591,Private room,88,2,69,2019-01-01,0.91,2,0
718,263232,Cozy&Clean in a great neighborhood,1381171,Nicole,Manhattan,Harlem,40.82151,-73.94516,Entire home/apt,155,1,1,2019-01-27,0.18,1,5
723,265036,Private room w/ queen bed + rooftop,21188,Leo,Brooklyn,Crown Heights,40.6711,-73.95231,Private room,99,2,20,2019-06-09,0.59,1,98
725,265145,Studio sublet in Hell's kitchen,1390947,Akiko,Manhattan,Theater District,40.76217,-73.98411,Entire home/apt,200,5,8,2015-01-08,0.09,1,0
727,265831,Bright unique designer loft in Soho,1394190,Jen,Manhattan,Nolita,40.72313,-73.99438,Entire home/apt,310,5,5,2018-07-05,0.09,1,89
728,265912,Spacious  2 bed Loft apartment Bedford L,1394719,Jill,Brooklyn,Williamsburg,40.7177,-73.95576,Entire home/apt,110,4,0,2011-03-28,0.0,1,354
732,266437,West Village cozy 2 bedroom  NYC ,1397061,Asia Joanna,Manhattan,Chelsea,40.74139,-74.0005,Entire home/apt,220,4,0,2011-03-28,0.0,1,0
733,266449,2 Bedroom Gem - Prime LES Location,1397115,Drew,Manhattan,Lower East Side,40.71992,-73.98773,Entire home/apt,195,4,68,2019-06-03,0.77,1,271
736,267435,Large Sunny Bedroom in QNS NYC,1402454,Jocelin,Queens,Rego Park,40.73349,-73.86009,Private room,55,1,38,2019-07-01,0.85,1,0
737,267535,Home Away From Home-Room in Bronx,1402951,Clara,Bronx,Wakefield,40.89557,-73.8447,Private room,50,2,15,2019-06-09,0.17,1,337
738,267652,Private clean pleasant spacious room.,164675,Janice,Brooklyn,Kensington,40.64277,-73.97296,Private room,60,2,20,2019-01-21,0.42,1,347
739,267708,"Charming Hotel Alternative
Mount Sinai",661399,Vivianne,Manhattan,East Harlem,40.79111,-73.94466,Private room,99,3,25,2019-06-15,0.96,2,127
740,268392,SUNNY 2-bdrm CHILD-friendly Uptwn by Centrl Park!,1406773,Eyal And Amy,Manhattan,Harlem,40.79951,-73.95257,Entire home/apt,130,2,35,2019-05-27,0.42,1,41
